project_id,area_sqft,floors,bedrooms,bathrooms,location,location_tier,location_encoded,quality_tier,quality_encoded,construction_type,total_cost,cost_per_sqft,cement_cost,steel_cost,labor_cost,data_source
PROJ_house-price-dataset-of-india_House Price India_cleaned_0554,2010,2.0,3,2.5,2010,Tier2,1,8,2,Residential,453246,225.4955223880597,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0555,1770,1.0,3,1.5,1770,Tier2,1,8,2,Residential,450000,254.23728813559322,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0556,1480,3.0,2,2.5,1480,Tier2,1,7,2,Residential,420000,283.7837837837838,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0560,980,2.0,2,2.5,980,Tier2,1,8,2,Residential,369000,376.53061224489795,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0561,1280,1.0,3,1.0,1280,Tier2,1,7,2,Residential,368000,287.5,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0562,1730,1.0,4,2.0,1730,Tier2,1,7,2,Residential,360000,208.09248554913296,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0564,910,1.5,2,1.0,910,Tier2,1,7,2,Residential,350000,384.61538461538464,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0566,1080,1.0,3,1.0,1080,Tier2,1,7,2,Residential,339000,313.8888888888889,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0569,1440,1.0,3,1.75,1440,Tier2,1,7,2,Residential,315275,218.94097222222223,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0571,830,2.0,2,1.5,830,Tier2,1,7,2,Residential,301500,363.2530120481928,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0572,1360,1.0,2,1.75,1360,Tier2,1,7,2,Residential,300000,220.58823529411765,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0574,1290,2.0,2,1.0,1290,Tier2,1,7,2,Residential,265000,205.42635658914728,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0575,1220,1.0,2,1.0,1220,Tier2,1,6,2,Residential,255000,209.01639344262296,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0576,810,1.0,1,1.0,810,Tier2,1,7,2,Residential,235000,290.12345679012344,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0577,990,1.0,3,1.0,990,Tier2,1,7,2,Residential,225000,227.27272727272728,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0579,1040,2.0,3,2.5,1040,Tier2,1,7,2,Residential,210000,201.92307692307693,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0581,700,1.0,2,1.0,700,Tier2,1,6,2,Residential,192000,274.2857142857143,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0585,5300,2.0,4,2.5,5300,Tier2,1,10,2,Residential,2560000,483.0188679245283,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0586,4430,2.0,5,4.0,4430,Tier2,1,10,2,Residential,2450000,553.0474040632054,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0587,5030,2.0,4,4.5,5030,Tier2,1,11,2,Residential,2450000,487.0775347912525,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0588,3120,2.0,5,2.25,3120,Tier2,1,9,2,Residential,1900000,608.974358974359,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0589,4860,2.0,5,3.25,4860,Tier2,1,11,2,Residential,1680000,345.679012345679,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0590,3370,1.0,5,3.25,3370,Tier2,1,10,2,Residential,1550000,459.9406528189911,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0591,3530,2.0,5,4.25,3530,Tier2,1,10,2,Residential,1400000,396.60056657223794,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0592,2740,2.0,4,1.5,2740,Tier2,1,9,2,Residential,1110000,405.1094890510949,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0593,4400,2.0,4,3.25,4400,Tier2,1,11,2,Residential,1050000,238.63636363636363,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0594,3490,2.0,4,2.5,3490,Tier2,1,11,2,Residential,975000,279.36962750716333,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0595,3520,2.5,4,2.5,3520,Tier2,1,9,2,Residential,870000,247.1590909090909,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0596,3560,1.0,4,2.5,3560,Tier2,1,10,2,Residential,860000,241.57303370786516,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0597,3150,2.0,5,2.75,3150,Tier2,1,9,2,Residential,819900,260.2857142857143,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0598,2890,2.5,6,3.0,2890,Tier2,1,7,2,Residential,799200,276.53979238754323,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0599,2340,1.0,3,1.75,2340,Tier2,1,8,2,Residential,780000,333.3333333333333,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0600,3610,2.0,3,3.25,3610,Tier2,1,10,2,Residential,777000,215.23545706371192,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0601,1780,1.5,3,2.25,1780,Tier2,1,9,2,Residential,771000,433.14606741573033,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0602,3190,2.0,3,3.25,3190,Tier2,1,9,2,Residential,757000,237.3040752351097,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0603,1310,1.0,3,1.5,1310,Tier2,1,7,2,Residential,717000,547.3282442748092,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0604,2030,2.0,3,2.5,2030,Tier2,1,9,2,Residential,700000,344.82758620689657,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0605,3000,2.0,4,2.5,3000,Tier2,1,9,2,Residential,675000,225.0,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0607,1940,1.5,3,2.0,1940,Tier2,1,7,2,Residential,665000,342.78350515463916,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0609,2740,2.0,4,2.5,2740,Tier2,1,8,2,Residential,651000,237.5912408759124,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0610,2210,2.0,4,2.5,2210,Tier2,1,9,2,Residential,650000,294.11764705882354,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0611,1740,2.0,3,2.5,1740,Tier2,1,9,2,Residential,645000,370.6896551724138,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0612,1950,1.0,4,1.75,1950,Tier2,1,8,2,Residential,635000,325.64102564102564,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0613,2260,1.0,4,2.0,2260,Tier2,1,8,2,Residential,628000,277.87610619469024,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0614,1810,2.0,3,3.5,1810,Tier2,1,8,2,Residential,625000,345.30386740331494,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0615,1710,1.5,3,1.0,1710,Tier2,1,7,2,Residential,620000,362.5730994152047,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0616,1680,1.0,3,1.75,1680,Tier2,1,7,2,Residential,591000,351.7857142857143,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0617,2710,2.0,4,2.25,2710,Tier2,1,8,2,Residential,591000,218.0811808118081,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0618,2090,1.0,4,1.75,2090,Tier2,1,8,2,Residential,581000,277.99043062200957,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0619,2290,1.0,5,2.0,2290,Tier2,1,7,2,Residential,580000,253.27510917030568,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0620,1580,1.0,3,1.75,1580,Tier2,1,7,2,Residential,575000,363.9240506329114,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0621,1530,1.0,3,2.0,1530,Tier2,1,7,2,Residential,570000,372.54901960784315,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0622,1440,2.0,3,1.0,1440,Tier2,1,7,2,Residential,560000,388.8888888888889,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0623,2250,1.0,4,2.0,2250,Tier2,1,7,2,Residential,550000,244.44444444444446,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0625,1680,1.0,2,2.0,1680,Tier2,1,8,2,Residential,530000,315.4761904761905,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0626,1690,1.0,3,1.75,1690,Tier2,1,8,2,Residential,530000,313.6094674556213,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0627,2450,2.0,5,3.0,2450,Tier2,1,7,2,Residential,525000,214.28571428571428,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0629,1580,2.0,3,2.5,1580,Tier2,1,8,2,Residential,525000,332.27848101265823,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0630,1240,1.0,3,1.5,1240,Tier2,1,7,2,Residential,523000,421.7741935483871,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0632,2040,2.0,4,2.5,2040,Tier2,1,8,2,Residential,502000,246.07843137254903,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0635,1270,1.0,3,1.5,1270,Tier2,1,7,2,Residential,465000,366.1417322834646,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0639,1250,2.0,3,2.75,1250,Tier2,1,8,2,Residential,450000,360.0,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0641,1770,1.0,3,2.0,1770,Tier2,1,7,2,Residential,449500,253.954802259887,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0642,2140,2.0,4,2.25,2140,Tier2,1,7,2,Residential,435000,203.2710280373832,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0643,1960,1.0,3,1.75,1960,Tier2,1,6,2,Residential,415000,211.73469387755102,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0644,1410,1.0,4,1.0,1410,Tier2,1,7,2,Residential,413000,292.9078014184397,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0646,1480,1.0,3,2.0,1480,Tier2,1,7,2,Residential,385000,260.13513513513516,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0647,1190,1.0,3,1.0,1190,Tier2,1,7,2,Residential,375000,315.12605042016804,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0649,1650,1.0,3,1.75,1650,Tier2,1,7,2,Residential,370000,224.24242424242425,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0650,1490,3.0,3,2.5,1490,Tier2,1,8,2,Residential,354901,238.18859060402684,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0652,1090,1.0,3,1.75,1090,Tier2,1,7,2,Residential,345000,316.51376146788994,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0653,1450,1.0,3,2.5,1450,Tier2,1,7,2,Residential,330000,227.58620689655172,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0654,1350,1.0,3,2.0,1350,Tier2,1,7,2,Residential,322500,238.88888888888889,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0655,1390,1.0,3,1.0,1390,Tier2,1,7,2,Residential,319000,229.49640287769785,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0656,1090,1.0,3,1.0,1090,Tier2,1,6,2,Residential,289000,265.13761467889907,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0659,1090,1.0,3,1.0,1090,Tier2,1,6,2,Residential,285000,261.4678899082569,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0664,650,1.0,2,0.75,650,Tier2,1,5,2,Residential,230000,353.84615384615387,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0667,1040,1.0,3,1.0,1040,Tier2,1,6,2,Residential,225000,216.34615384615384,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0671,3260,1.0,4,2.75,3260,Tier2,1,10,2,Residential,1880000,576.6871165644171,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0672,2550,2.0,3,2.5,2550,Tier2,1,10,2,Residential,1400000,549.0196078431372,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0673,4910,1.5,4,3.5,4910,Tier2,1,11,2,Residential,1220000,248.4725050916497,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0674,4470,2.0,4,2.25,4470,Tier2,1,11,2,Residential,1120000,250.5592841163311,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0675,2290,1.0,4,2.0,2290,Tier2,1,8,2,Residential,1060000,462.882096069869,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0676,3810,2.0,5,4.5,3810,Tier2,1,10,2,Residential,966000,253.54330708661416,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0677,2510,2.0,5,2.25,2510,Tier2,1,8,2,Residential,955000,380.47808764940237,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0678,3320,2.0,4,2.5,3320,Tier2,1,10,2,Residential,950000,286.144578313253,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0679,3100,1.0,3,2.5,3100,Tier2,1,10,2,Residential,930000,300.0,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0680,2190,2.5,4,2.5,2190,Tier2,1,8,2,Residential,925000,422.3744292237443,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0681,2580,2.0,3,2.5,2580,Tier2,1,9,2,Residential,802000,310.85271317829455,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0682,1700,1.5,3,1.0,1700,Tier2,1,8,2,Residential,800000,470.5882352941176,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0683,2470,2.0,3,2.75,2470,Tier2,1,9,2,Residential,773000,312.95546558704456,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0684,3030,1.5,3,2.5,3030,Tier2,1,10,2,Residential,766950,253.11881188118812,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0686,3430,2.0,4,2.5,3430,Tier2,1,10,2,Residential,740000,215.74344023323616,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0687,2700,2.0,4,2.5,2700,Tier2,1,9,2,Residential,723000,267.77777777777777,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0688,2060,1.0,4,2.25,2060,Tier2,1,8,2,Residential,715000,347.0873786407767,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0689,3200,2.0,4,3.25,3200,Tier2,1,9,2,Residential,707000,220.9375,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0690,2360,2.0,3,1.5,2360,Tier2,1,7,2,Residential,702500,297.6694915254237,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0691,1830,1.5,3,1.75,1830,Tier2,1,8,2,Residential,682000,372.6775956284153,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0692,2470,2.0,4,2.5,2470,Tier2,1,9,2,Residential,633100,256.3157894736842,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0693,1680,1.0,4,2.75,1680,Tier2,1,7,2,Residential,625000,372.0238095238095,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0694,2540,2.0,5,2.5,2540,Tier2,1,8,2,Residential,620000,244.09448818897638,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0695,2220,1.5,5,1.75,2220,Tier2,1,7,2,Residential,607500,273.64864864864865,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0696,1159,1.0,2,1.5,1159,Tier2,1,7,2,Residential,582500,502.58843830888696,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0697,2240,2.0,4,2.5,2240,Tier2,1,9,2,Residential,565000,252.23214285714286,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0698,1830,1.0,3,1.5,1830,Tier2,1,7,2,Residential,562000,307.10382513661204,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0699,2000,1.0,3,1.75,2000,Tier2,1,7,2,Residential,546000,273.0,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0700,2090,1.0,3,2.5,2090,Tier2,1,7,2,Residential,543000,259.8086124401914,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0701,2370,1.5,2,2.0,2370,Tier2,1,7,2,Residential,543000,229.1139240506329,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0702,1900,1.0,4,1.75,1900,Tier2,1,7,2,Residential,542000,285.2631578947368,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0703,1400,1.5,3,1.75,1400,Tier2,1,6,2,Residential,538000,384.2857142857143,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0704,2450,1.0,4,2.75,2450,Tier2,1,9,2,Residential,530000,216.3265306122449,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0705,1600,1.5,3,1.75,1600,Tier2,1,7,2,Residential,525000,328.125,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0706,1820,2.0,3,2.5,1820,Tier2,1,9,2,Residential,511000,280.7692307692308,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0707,2170,1.0,3,1.75,2170,Tier2,1,8,2,Residential,510000,235.02304147465438,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0708,2090,1.5,3,2.0,2090,Tier2,1,7,2,Residential,499000,238.755980861244,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0709,2270,1.0,4,2.75,2270,Tier2,1,7,2,Residential,498000,219.38325991189427,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0710,1850,1.5,3,2.75,1850,Tier2,1,7,2,Residential,489200,264.43243243243245,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0711,2150,1.0,4,2.5,2150,Tier2,1,7,2,Residential,486000,226.04651162790697,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0712,2310,2.0,4,2.5,2310,Tier2,1,9,2,Residential,470000,203.46320346320346,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0713,1660,1.0,3,1.0,1660,Tier2,1,7,2,Residential,458000,275.90361445783134,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0717,840,1.0,2,1.0,840,Tier2,1,6,2,Residential,405100,482.26190476190476,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0718,980,1.0,2,1.0,980,Tier2,1,6,2,Residential,400000,408.16326530612247,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0719,830,1.0,2,1.0,830,Tier2,1,6,2,Residential,394475,475.2710843373494,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0720,1620,1.0,4,1.75,1620,Tier2,1,7,2,Residential,385000,237.65432098765433,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0721,1690,2.0,3,2.5,1690,Tier2,1,8,2,Residential,372977,220.69644970414203,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0722,1290,1.0,3,1.0,1290,Tier2,1,7,2,Residential,372220,288.5426356589147,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0728,1050,1.5,3,1.0,1050,Tier2,1,7,2,Residential,339950,323.76190476190476,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0733,1050,1.0,3,1.0,1050,Tier2,1,7,2,Residential,310000,295.23809523809524,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0734,1480,1.0,3,1.0,1480,Tier2,1,7,2,Residential,310000,209.45945945945945,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0735,1220,3.0,3,1.5,1220,Tier2,1,8,2,Residential,306000,250.81967213114754,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0738,1260,1.0,3,1.0,1260,Tier2,1,6,2,Residential,300000,238.0952380952381,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0739,1250,1.0,2,1.75,1250,Tier2,1,7,2,Residential,299000,239.2,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0740,700,1.0,2,1.0,700,Tier2,1,6,2,Residential,267800,382.57142857142856,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0750,700,1.0,2,1.0,700,Tier2,1,6,2,Residential,155000,221.42857142857142,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0752,3550,2.0,4,1.75,3550,Tier2,1,9,2,Residential,2100000,591.5492957746479,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0753,3200,2.0,4,2.5,3200,Tier2,1,9,2,Residential,1260000,393.75,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0754,4210,2.0,4,3.5,4210,Tier2,1,10,2,Residential,1150000,273.15914489311166,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0755,3740,1.0,4,3.25,3740,Tier2,1,10,2,Residential,1090000,291.4438502673797,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0756,3920,2.0,5,4.25,3920,Tier2,1,9,2,Residential,1000000,255.10204081632654,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0757,3950,3.0,4,2.5,3950,Tier2,1,10,2,Residential,914500,231.51898734177215,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0758,2930,1.0,4,1.75,2930,Tier2,1,9,2,Residential,840000,286.68941979522185,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0759,1230,1.0,3,1.0,1230,Tier2,1,7,2,Residential,839000,682.1138211382114,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0760,3930,2.0,4,3.5,3930,Tier2,1,9,2,Residential,828950,210.92875318066157,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0761,3030,2.0,5,2.75,3030,Tier2,1,9,2,Residential,819995,270.62541254125415,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0762,3310,2.0,4,2.5,3310,Tier2,1,9,2,Residential,803100,242.62839879154077,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0763,1790,1.0,3,1.75,1790,Tier2,1,8,2,Residential,790000,441.340782122905,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0764,3580,2.0,5,3.75,3580,Tier2,1,10,2,Residential,765000,213.68715083798884,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0765,3240,2.0,4,2.5,3240,Tier2,1,10,2,Residential,749400,231.2962962962963,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0766,1980,2.5,4,3.0,1980,Tier2,1,8,2,Residential,744000,375.75757575757575,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0767,3150,2.0,3,2.5,3150,Tier2,1,9,2,Residential,720000,228.57142857142858,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0768,3150,2.0,4,3.0,3150,Tier2,1,9,2,Residential,695000,220.63492063492063,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0770,2740,2.0,4,3.25,2740,Tier2,1,9,2,Residential,689900,251.78832116788323,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0771,2560,1.0,4,2.0,2560,Tier2,1,7,2,Residential,640000,250.0,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0772,2680,2.0,4,2.5,2680,Tier2,1,9,2,Residential,620000,231.34328358208955,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0773,1550,1.5,4,2.0,1550,Tier2,1,7,2,Residential,613000,395.48387096774195,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0774,2240,1.0,4,2.5,2240,Tier2,1,9,2,Residential,592500,264.50892857142856,0.0,0.0,0.0,Unknown
