project_id,area_sqft,floors,bedrooms,bathrooms,location,location_tier,location_encoded,quality_tier,quality_encoded,construction_type,total_cost,cost_per_sqft,cement_cost,steel_cost,labor_cost,data_source
PROJ_house-price-dataset-of-india_House Price India_cleaned_5241,1370,1.0,3,1.75,1370,Tier2,1,7,2,Residential,301950,220.4014598540146,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_12003,1750,1.0,3,1.75,1750,Tier2,1,7,2,Residential,445000,254.28571428571428,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_11204,1560,1.5,3,1.75,1560,Tier2,1,7,2,Residential,422500,270.8333333333333,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_1561,2040,1.0,4,1.5,2040,Tier2,1,7,2,Residential,510000,250.0,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_11468,1330,1.0,3,2.0,1330,Tier2,1,8,2,Residential,424000,318.796992481203,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_2242,2050,2.0,4,3.25,2050,Tier2,1,8,2,Residential,750000,365.8536585365854,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_2383,1390,1.5,4,1.0,1390,Tier2,1,7,2,Residential,417500,300.35971223021585,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_14447,1320,1.0,2,1.0,1320,Tier2,1,7,2,Residential,381156,288.75454545454545,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_14341,3580,2.0,4,2.5,3580,Tier2,1,9,2,Residential,760000,212.2905027932961,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5698,2230,1.0,5,3.0,2230,Tier2,1,8,2,Residential,750000,336.32286995515693,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6639,1430,3.0,3,2.25,1430,Tier2,1,8,2,Residential,397500,277.97202797202794,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_11905,2270,2.0,4,2.5,2270,Tier2,1,9,2,Residential,732350,322.6211453744493,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_12945,1720,1.0,3,2.0,1720,Tier2,1,7,2,Residential,402000,233.72093023255815,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0227,1510,1.0,3,1.0,1510,Tier2,1,6,2,Residential,313950,207.91390728476821,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_3538,1270,2.0,3,2.25,1270,Tier2,1,8,2,Residential,594000,467.7165354330709,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_8366,2370,1.0,4,2.5,2370,Tier2,1,9,2,Residential,655000,276.37130801687766,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_13877,2430,2.0,4,2.5,2430,Tier2,1,8,2,Residential,585000,240.74074074074073,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_12686,4090,2.0,4,3.75,4090,Tier2,1,11,2,Residential,2400000,586.7970660146699,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6536,2460,1.0,4,2.25,2460,Tier2,1,8,2,Residential,715000,290.650406504065,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_12810,720,1.0,2,1.0,720,Tier2,1,6,2,Residential,419000,581.9444444444445,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_12399,1320,1.0,3,1.5,1320,Tier2,1,7,2,Residential,370000,280.3030303030303,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_2732,2650,2.0,4,2.5,2650,Tier2,1,8,2,Residential,542525,204.72641509433961,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_11206,1150,1.0,3,1.0,1150,Tier2,1,7,2,Residential,410500,356.95652173913044,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_12892,1210,1.0,3,1.75,1210,Tier2,1,7,2,Residential,478000,395.0413223140496,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_4329,2360,1.5,2,2.0,2360,Tier2,1,9,2,Residential,1090000,461.864406779661,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0285,1940,1.0,3,2.5,1940,Tier2,1,8,2,Residential,500000,257.7319587628866,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_7080,2970,2.0,3,2.5,2970,Tier2,1,9,2,Residential,820000,276.0942760942761,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_1018,3230,2.0,4,2.5,3230,Tier2,1,10,2,Residential,730000,226.0061919504644,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_4185,1240,1.5,3,1.0,1240,Tier2,1,7,2,Residential,529950,427.3790322580645,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_12877,2260,2.0,4,2.5,2260,Tier2,1,9,2,Residential,640000,283.1858407079646,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_1858,3040,2.0,5,2.75,3040,Tier2,1,10,2,Residential,960000,315.7894736842105,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_10834,3590,2.0,4,2.75,3590,Tier2,1,10,2,Residential,1100000,306.4066852367688,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_14335,3790,2.0,4,3.75,3790,Tier2,1,10,2,Residential,2200000,580.4749340369393,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_7784,910,1.0,2,1.0,910,Tier2,1,6,2,Residential,450000,494.5054945054945,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_10191,2180,2.0,4,2.75,2180,Tier2,1,8,2,Residential,571500,262.1559633027523,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5376,4520,1.5,4,3.75,4520,Tier2,1,10,2,Residential,1250000,276.5486725663717,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_14496,2430,1.0,3,2.75,2430,Tier2,1,9,2,Residential,495000,203.7037037037037,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_4500,1440,1.5,4,1.0,1440,Tier2,1,7,2,Residential,550000,381.94444444444446,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_14558,1980,2.0,3,2.5,1980,Tier2,1,7,2,Residential,415000,209.59595959595958,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_1837,1320,1.0,3,1.5,1320,Tier2,1,7,2,Residential,327000,247.72727272727272,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5630,2180,2.0,4,3.0,2180,Tier2,1,7,2,Residential,499900,229.3119266055046,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_9036,2470,2.0,2,2.5,2470,Tier2,1,8,2,Residential,635000,257.085020242915,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_13158,3830,1.0,4,2.5,3830,Tier2,1,9,2,Residential,1100000,287.20626631853787,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_11353,1100,2.0,2,2.75,1100,Tier2,1,7,2,Residential,440000,400.0,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5433,920,1.0,3,1.0,920,Tier2,1,6,2,Residential,380000,413.04347826086956,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5013,1710,2.0,3,2.25,1710,Tier2,1,8,2,Residential,500000,292.39766081871346,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_10466,700,1.0,1,1.0,700,Tier2,1,6,2,Residential,403500,576.4285714285714,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_12931,1070,1.0,2,2.0,1070,Tier2,1,7,2,Residential,217500,203.2710280373832,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_4297,1450,2.0,3,2.5,1450,Tier2,1,7,2,Residential,339000,233.79310344827587,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_4351,2830,2.0,3,2.75,2830,Tier2,1,8,2,Residential,673000,237.80918727915196,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6189,2350,2.0,4,2.25,2350,Tier2,1,8,2,Residential,495000,210.63829787234042,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_11120,1710,1.0,3,1.75,1710,Tier2,1,8,2,Residential,525000,307.0175438596491,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_11567,1780,1.0,3,2.25,1780,Tier2,1,7,2,Residential,495000,278.08988764044943,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_9464,2820,1.0,3,2.5,2820,Tier2,1,9,2,Residential,705000,250.0,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_4926,1970,1.0,4,1.75,1970,Tier2,1,7,2,Residential,396000,201.01522842639594,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_4401,1650,1.0,3,1.0,1650,Tier2,1,7,2,Residential,371500,225.15151515151516,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_14541,2750,2.0,3,2.5,2750,Tier2,1,9,2,Residential,739000,268.72727272727275,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_12475,1300,1.0,3,1.75,1300,Tier2,1,7,2,Residential,455000,350.0,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_12644,1700,1.0,4,2.0,1700,Tier2,1,6,2,Residential,445000,261.7647058823529,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_10552,540,1.0,1,1.0,540,Tier2,1,5,2,Residential,345000,638.8888888888889,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0623,2250,1.0,4,2.0,2250,Tier2,1,7,2,Residential,550000,244.44444444444446,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_3038,1530,3.0,3,3.25,1530,Tier2,1,8,2,Residential,607500,397.05882352941177,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_1015,2450,1.0,4,1.75,2450,Tier2,1,9,2,Residential,760000,310.2040816326531,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_1144,2020,2.0,3,2.25,2020,Tier2,1,8,2,Residential,556000,275.2475247524753,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_13017,1000,1.0,3,1.0,1000,Tier2,1,6,2,Residential,220000,220.0,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_10878,1000,1.0,3,1.0,1000,Tier2,1,7,2,Residential,352500,352.5,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_10263,3840,2.0,3,3.5,3840,Tier2,1,9,2,Residential,970000,252.60416666666666,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_1145,1960,2.0,3,3.0,1960,Tier2,1,9,2,Residential,556000,283.6734693877551,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_12978,1170,1.5,3,1.0,1170,Tier2,1,7,2,Residential,457000,390.5982905982906,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_10249,770,1.0,2,1.0,770,Tier2,1,6,2,Residential,259950,337.5974025974026,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_9738,1720,1.0,5,2.0,1720,Tier2,1,8,2,Residential,845000,491.27906976744185,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_3222,3530,2.0,4,3.5,3530,Tier2,1,10,2,Residential,874150,247.6345609065156,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5547,1790,1.5,3,2.25,1790,Tier2,1,7,2,Residential,410000,229.05027932960894,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_12516,2610,1.5,3,3.0,2610,Tier2,1,8,2,Residential,1580000,605.3639846743295,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_8351,3420,2.0,4,2.5,3420,Tier2,1,10,2,Residential,975000,285.0877192982456,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_9978,1920,1.0,4,1.75,1920,Tier2,1,7,2,Residential,480000,250.0,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_4876,2260,1.0,4,1.75,2260,Tier2,1,8,2,Residential,864000,382.3008849557522,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_9991,1130,2.0,2,1.5,1130,Tier2,1,8,2,Residential,375000,331.85840707964604,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_8726,2290,2.0,3,2.5,2290,Tier2,1,8,2,Residential,622500,271.8340611353712,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_2115,1463,3.0,3,2.0,1463,Tier2,1,7,2,Residential,390000,266.57552973342445,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_2555,2120,2.0,3,2.5,2120,Tier2,1,9,2,Residential,531000,250.47169811320754,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_4262,1640,1.0,3,2.0,1640,Tier2,1,7,2,Residential,570000,347.5609756097561,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_10114,2220,2.0,3,2.5,2220,Tier2,1,10,2,Residential,654000,294.5945945945946,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_7562,2070,1.0,4,2.5,2070,Tier2,1,7,2,Residential,449950,217.3671497584541,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_9819,1620,3.0,3,2.5,1620,Tier2,1,8,2,Residential,580000,358.0246913580247,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_2006,910,1.0,3,1.0,910,Tier2,1,7,2,Residential,465000,510.989010989011,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0960,1010,1.5,2,1.5,1010,Tier2,1,5,2,Residential,440000,435.64356435643566,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_14106,2380,2.0,4,2.25,2380,Tier2,1,8,2,Residential,570000,239.49579831932772,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_12632,2540,2.0,3,2.5,2540,Tier2,1,10,2,Residential,510000,200.78740157480314,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_9034,3040,3.0,3,3.0,3040,Tier2,1,10,2,Residential,653000,214.80263157894737,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_3408,1130,1.0,2,1.0,1130,Tier2,1,8,2,Residential,631500,558.8495575221239,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_3019,2370,1.0,4,2.25,2370,Tier2,1,8,2,Residential,899000,379.32489451476795,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_9815,2630,3.0,4,2.5,2630,Tier2,1,8,2,Residential,655000,249.0494296577947,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_11474,1480,1.5,3,1.0,1480,Tier2,1,7,2,Residential,397500,268.5810810810811,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5797,3840,2.0,4,2.5,3840,Tier2,1,10,2,Residential,1120000,291.6666666666667,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_13039,2920,1.0,4,2.25,2920,Tier2,1,9,2,Residential,707000,242.12328767123287,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5127,1360,3.0,3,1.5,1360,Tier2,1,8,2,Residential,385000,283.0882352941176,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_8810,1630,1.0,3,2.25,1630,Tier2,1,7,2,Residential,490000,300.6134969325153,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5085,2160,1.5,3,2.5,2160,Tier2,1,8,2,Residential,990000,458.3333333333333,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0062,1180,1.0,3,1.5,1180,Tier2,1,6,2,Residential,275000,233.05084745762713,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0037,1970,2.0,3,2.25,1970,Tier2,1,9,2,Residential,437500,222.08121827411168,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_9641,1740,1.0,4,2.0,1740,Tier2,1,8,2,Residential,710000,408.04597701149424,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6910,1990,1.0,4,1.75,1990,Tier2,1,8,2,Residential,524400,263.5175879396985,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6790,1950,1.5,3,2.25,1950,Tier2,1,8,2,Residential,850000,435.8974358974359,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_8138,960,1.0,3,1.0,960,Tier2,1,7,2,Residential,477000,496.875,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_2102,1430,1.0,3,1.0,1430,Tier2,1,7,2,Residential,466500,326.2237762237762,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_2378,1970,1.0,5,2.25,1970,Tier2,1,7,2,Residential,435000,220.81218274111674,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_2022,1420,1.0,3,1.5,1420,Tier2,1,7,2,Residential,371000,261.2676056338028,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_12788,1390,2.0,2,2.25,1390,Tier2,1,8,2,Residential,625000,449.64028776978415,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6791,2400,1.0,4,2.75,2400,Tier2,1,8,2,Residential,839000,349.5833333333333,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_10546,1760,1.0,4,1.75,1760,Tier2,1,7,2,Residential,380000,215.9090909090909,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_3278,1080,1.0,2,1.0,1080,Tier2,1,7,2,Residential,525000,486.1111111111111,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_1049,1270,2.0,3,2.25,1270,Tier2,1,8,2,Residential,467000,367.7165354330709,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_3758,3900,1.0,4,3.0,3900,Tier2,1,10,2,Residential,1620000,415.38461538461536,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_13447,1850,1.0,4,1.75,1850,Tier2,1,7,2,Residential,450000,243.24324324324326,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_12704,1220,2.0,1,2.25,1220,Tier2,1,8,2,Residential,611900,501.55737704918033,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_7928,1570,1.0,4,2.0,1570,Tier2,1,7,2,Residential,342000,217.8343949044586,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0601,1780,1.5,3,2.25,1780,Tier2,1,9,2,Residential,771000,433.14606741573033,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_7435,3730,2.0,4,2.5,3730,Tier2,1,10,2,Residential,840000,225.20107238605897,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6530,2020,1.0,4,2.25,2020,Tier2,1,9,2,Residential,1230000,608.9108910891089,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0542,2040,1.5,2,1.75,2040,Tier2,1,7,2,Residential,615000,301.47058823529414,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_2762,1590,2.0,3,2.0,1590,Tier2,1,8,2,Residential,385000,242.13836477987422,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_13237,700,1.0,2,1.0,700,Tier2,1,6,2,Residential,247500,353.57142857142856,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6902,2450,1.0,4,2.5,2450,Tier2,1,8,2,Residential,715000,291.83673469387753,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0352,3290,2.0,4,2.5,3290,Tier2,1,9,2,Residential,716500,217.78115501519756,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_8153,1600,1.0,3,2.25,1600,Tier2,1,8,2,Residential,380000,237.5,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0667,1040,1.0,3,1.0,1040,Tier2,1,6,2,Residential,225000,216.34615384615384,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_9512,1381,3.0,3,2.25,1381,Tier2,1,8,2,Residential,360000,260.6806661839247,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_7964,2950,2.0,4,2.5,2950,Tier2,1,10,2,Residential,921800,312.47457627118644,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_9855,1030,1.0,3,1.5,1030,Tier2,1,7,2,Residential,275000,266.99029126213594,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_7441,2160,2.0,3,2.5,2160,Tier2,1,9,2,Residential,756000,350.0,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_12637,2360,1.0,3,2.5,2360,Tier2,1,7,2,Residential,480000,203.38983050847457,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_9977,2130,1.0,3,2.25,2130,Tier2,1,8,2,Residential,482975,226.7488262910798,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_8364,2160,1.0,4,3.0,2160,Tier2,1,7,2,Residential,665000,307.8703703703704,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_4147,1110,1.0,3,2.0,1110,Tier2,1,7,2,Residential,223000,200.9009009009009,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_1516,3650,2.0,4,2.75,3650,Tier2,1,9,2,Residential,1210000,331.5068493150685,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_0323,1250,1.0,3,1.75,1250,Tier2,1,7,2,Residential,253000,202.4,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5522,2560,1.0,2,3.5,2560,Tier2,1,6,2,Residential,535000,208.984375,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_4480,1710,1.0,3,1.75,1710,Tier2,1,8,2,Residential,630000,368.42105263157896,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_3815,1330,2.0,2,2.25,1330,Tier2,1,8,2,Residential,355000,266.9172932330827,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6310,1560,2.0,3,1.75,1560,Tier2,1,7,2,Residential,360000,230.76923076923077,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_10587,2330,2.5,3,3.0,2330,Tier2,1,8,2,Residential,669950,287.53218884120173,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_14334,920,1.0,2,1.0,920,Tier2,1,6,2,Residential,200000,217.3913043478261,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_13271,1370,1.0,2,2.0,1370,Tier2,1,7,2,Residential,535000,390.5109489051095,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_1612,880,2.0,2,1.5,880,Tier2,1,7,2,Residential,210000,238.63636363636363,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_1147,1300,1.0,3,1.75,1300,Tier2,1,7,2,Residential,540000,415.38461538461536,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6459,2500,1.0,3,2.5,2500,Tier2,1,9,2,Residential,650000,260.0,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_7867,4350,2.0,5,3.0,4350,Tier2,1,10,2,Residential,900000,206.89655172413794,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_7851,600,1.0,2,1.0,600,Tier2,1,6,2,Residential,174000,290.0,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_9452,3180,2.0,4,2.25,3180,Tier2,1,10,2,Residential,1320000,415.0943396226415,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_2695,1110,1.0,3,1.0,1110,Tier2,1,7,2,Residential,416000,374.77477477477476,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6682,4390,2.0,5,3.5,4390,Tier2,1,9,2,Residential,971000,221.18451025056947,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_11581,1680,2.0,3,3.25,1680,Tier2,1,8,2,Residential,399000,237.5,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_12800,2060,1.0,2,1.75,2060,Tier2,1,7,2,Residential,457000,221.84466019417476,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_8816,1460,2.0,2,2.5,1460,Tier2,1,8,2,Residential,449000,307.5342465753425,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_7719,1020,3.0,2,1.5,1020,Tier2,1,8,2,Residential,290000,284.3137254901961,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_12817,1430,2.0,3,1.75,1430,Tier2,1,7,2,Residential,375000,262.23776223776224,0.0,0.0,0.0,Unknown
